ID,Date,Element,Data_Value
CA006127890,2009-04-03,TMAX,105
CA006119500,2006-05-03,TMIN,49
CA006114979,2014-09-16,TMAX,140
CA006119500,2010-06-08,TMAX,185
CA006111467,2006-01-11,TMIN,-30
CA006114979,2008-10-07,TMAX,160
CA006119500,2012-10-25,TMIN,122
CA006127890,2009-08-04,TMIN,175
CA006119500,2012-10-25,TMAX,244
CA006127890,2009-08-04,TMAX,250
CA006128206,2005-09-02,TMAX,210
CA006116679,2005-11-26,TMAX,-25
CA006116679,2005-11-26,TMIN,-85
CA006119274,2006-07-18,TMIN,160
CA006119274,2006-07-18,TMAX,250
CA006127890,2009-09-09,TMAX,275
CA006111467,2006-01-11,TMAX,55
CA006128206,2005-09-02,TMIN,150
CA006127890,2008-05-12,TMAX,140
CA006127890,2008-05-12,TMIN,85
CA006127890,2006-03-09,TMAX,80
CA006127890,2006-03-09,TMIN,15
CA006111467,2005-12-02,TMAX,-40
CA006114979,2006-07-21,TMIN,160
CA006116679,2014-02-26,TMAX,-150
CA006116679,2012-10-28,TMAX,45
CA006114979,2006-08-23,TMAX,240
CA006111467,2005-12-02,TMIN,-55
CA006114979,2006-08-23,TMIN,70
CA006114979,2006-07-21,TMAX,245
CA006119500,2005-02-02,TMIN,-92
CA006119500,2005-02-02,TMAX,25
CA006127890,2007-08-23,TMIN,195
CA006114979,2007-03-13,TMAX,140
CA006119500,2009-12-26,TMIN,-13
CA006114979,2007-04-02,TMIN,50
CA006119500,2013-08-05,TMAX,214
CA006114979,2012-11-05,TMAX,-5
CA006111467,2013-08-02,TMIN,110
CA006128206,2006-03-05,TMIN,-170
CA006111467,2009-07-01,TMAX,200
CA006119500,2009-04-17,TMAX,161
CA006119500,2013-08-05,TMIN,96
CA006119500,2010-10-22,TMIN,14
CA006111467,2013-08-02,TMAX,235
CA006147229,2006-04-16,TMIN,10
CA006119500,2010-10-22,TMAX,112
CA006147229,2006-04-16,TMAX,110
CA006127890,2006-04-27,TMIN,20
CA006116679,2005-07-09,TMIN,110
CA006114979,2013-09-23,TMIN,75
CA006128206,2011-02-11,TMAX,-50
CA006114979,2013-05-27,TMAX,215
CA006114979,2008-10-07,TMIN,-15
CA006119500,2009-04-17,TMIN,-13
CA006111467,2006-11-15,TMIN,30
CA006111467,2006-11-15,TMAX,80
CA006127890,2009-09-09,TMIN,125
CA006127890,2005-11-25,TMAX,-10
CA006127890,2007-08-23,TMAX,265
CA006119500,2009-12-26,TMAX,36
CA006114979,2007-04-02,TMAX,75
CA006119500,2010-06-08,TMIN,47
CA006116679,2006-12-11,TMIN,10
CA006116679,2006-12-11,TMAX,30
CA006128206,2006-03-05,TMAX,10
CA006114979,2013-05-27,TMIN,-10
CA006114979,2014-09-16,TMIN,30
CA006147229,2006-06-19,TMIN,170
CA006127890,2005-03-15,TMIN,-140
CA006116679,2013-08-03,TMIN,120
CA006119500,2005-09-13,TMAX,317
CA006111467,2006-10-10,TMAX,150
CA006119500,2009-11-29,TMAX,67
CA006147229,2005-05-23,TMIN,75
CA006119500,2009-11-29,TMIN,-26
CA006111467,2006-10-10,TMIN,65
CA006111467,2011-01-10,TMAX,-40
CA006119500,2007-01-11,TMAX,47
CA006119500,2014-01-23,TMIN,-287
CA006119500,2014-01-23,TMAX,-144
CA006119500,2007-01-11,TMIN,-61
CA006119500,2007-01-10,TMIN,-107
CA006111467,2011-01-10,TMIN,-190
CA006127890,2006-06-22,TMAX,245
CA006116679,2012-01-06,TMIN,-50
CA006127890,2006-06-22,TMIN,185
CA006114979,2015-01-06,TMAX,-110
CA006119500,2007-01-10,TMAX,-47
CA006119500,2014-06-21,TMAX,219
CA006111467,2006-07-28,TMIN,170
CA006111467,2008-07-21,TMAX,255
CA006111467,2008-07-21,TMIN,160
CA006111467,2009-06-26,TMAX,245
CA006114979,2015-01-06,TMIN,-160
CA006111467,2011-06-16,TMIN,100
CA006111467,2008-11-09,TMAX,40
CA006119500,2013-06-13,TMIN,121
CA006119500,2013-06-13,TMAX,218
CA006147229,2005-05-23,TMAX,140
CA006119500,2005-09-13,TMIN,185
CA006116679,2012-01-06,TMAX,45
CA006116679,2013-08-03,TMAX,205
CA006127890,2005-03-15,TMAX,25
CA006127890,2009-09-17,TMIN,60
CA006119500,2014-06-21,TMIN,90
CA006116679,2014-02-26,TMIN,-200
CA006119500,2008-05-11,TMIN,38
CA006114979,2012-05-21,TMIN,160
CA006114979,2012-05-21,TMAX,285
CA006111467,2009-06-26,TMIN,145
CA006127890,2007-02-12,TMAX,-75
CA006116132,2005-03-18,TMIN,-80
CA006119500,2008-05-11,TMAX,168
CA006116132,2005-03-18,TMAX,40
CA006147229,2005-01-31,TMAX,-10
CA006127890,2007-02-12,TMIN,-110
CA006127890,2009-09-17,TMAX,205
CA006114979,2008-07-11,TMAX,245
CA006114979,2008-03-06,TMAX,5
CA006114979,2008-07-11,TMIN,125
CA006111467,2006-07-28,TMAX,290
CA006147229,2006-06-19,TMAX,260
CA006116679,2013-12-27,TMIN,-100
CA006111467,2005-04-10,TMAX,185
CA006116679,2013-12-27,TMAX,5
CA006111467,2005-04-10,TMIN,-20
CA006114979,2005-07-27,TMIN,165
CA006111467,2012-08-25,TMAX,310
CA006119500,2011-09-29,TMIN,115
CA006114979,2005-07-27,TMAX,205
CA006111467,2012-08-25,TMIN,140
CA006119500,2011-09-29,TMAX,185
CA006114979,2008-03-06,TMIN,-100
CA006111467,2007-07-16,TMAX,230
CA006111467,2007-07-16,TMIN,75
CA006111467,2007-08-17,TMAX,205
CA006116132,2005-04-04,TMAX,90
CA006116132,2005-04-04,TMIN,0
CA006119500,2010-02-20,TMAX,21
CA006119500,2014-08-07,TMIN,96
CA006111467,2006-04-08,TMAX,20
CA006119500,2007-04-04,TMIN,-55
CA006116679,2013-05-12,TMAX,30
CA006119500,2010-02-20,TMIN,-93
CA006116679,2013-05-12,TMIN,-20
CA006111467,2012-07-13,TMAX,325
CA006119500,2014-08-07,TMAX,218
CA006116679,2012-06-25,TMAX,160
CA006127890,2008-11-30,TMAX,35
CA006111467,2012-07-13,TMIN,95
CA006119274,2006-05-18,TMAX,100
CA006119500,2009-05-06,TMIN,48
CA006119500,2009-05-06,TMAX,177
CA006116679,2012-12-14,TMAX,20
CA006116679,2012-12-14,TMIN,-15
CA006116679,2006-08-13,TMAX,230
CA006116679,2006-08-13,TMIN,30
CA006111467,2013-09-15,TMAX,180
CA006111467,2011-05-16,TMIN,45
CA006111467,2011-05-16,TMAX,100
CA006127890,2007-05-08,TMIN,140
CA006127890,2007-05-08,TMAX,225
CA006116679,2006-06-20,TMAX,170
CA006147229,2005-11-21,TMAX,30
CA006111467,2011-10-05,TMAX,190
CA006116132,2005-11-24,TMAX,-5
CA006111467,2011-10-05,TMIN,35
CA006111467,2005-11-24,TMAX,-75
CA006119500,2007-04-04,TMAX,87
CA006116679,2012-04-30,TMAX,60
CA006119500,2005-05-12,TMIN,-3
CA006116679,2012-04-30,TMIN,-50
CA006119274,2005-11-22,TMIN,-70
CA006111467,2013-09-15,TMIN,55
CA006119500,2005-05-12,TMAX,82
CA006119274,2005-08-15,TMAX,260
CA006111467,2006-10-27,TMIN,-10
CA006111467,2006-10-27,TMAX,60
CA006119274,2005-08-15,TMIN,115
CA006111467,2013-04-18,TMIN,40
CA006111467,2006-04-08,TMIN,-60
CA006119274,2005-12-09,TMIN,-100
CA006119274,2005-12-09,TMAX,-15
CA006127890,2006-06-02,TMAX,210
CA006116679,2012-06-25,TMIN,80
CA006114979,2015-10-29,TMIN,15
CA006119500,2007-07-15,TMIN,97
CA006127890,2006-06-02,TMIN,105
CA006128206,2006-11-11,TMIN,20
CA006119500,2010-07-14,TMIN,143
CA006114979,2014-08-04,TMAX,250
CA006119500,2007-07-15,TMAX,197
CA006114979,2015-10-29,TMAX,50
CA006128206,2006-11-11,TMAX,30
CA006114979,2012-08-25,TMAX,310
CA006114979,2012-08-25,TMIN,160
CA006119500,2008-07-30,TMIN,184
CA006119500,2008-07-30,TMAX,252
CA006111467,2005-11-24,TMIN,-100
CA006147229,2005-11-21,TMIN,15
CA006119500,2012-09-26,TMAX,167
CA006127890,2008-11-30,TMIN,-35
CA006111467,2012-04-07,TMIN,-55
CA006111467,2007-05-30,TMAX,300
CA006127890,2008-04-02,TMIN,-25
CA006119500,2014-10-20,TMAX,99
CA006111467,2007-05-30,TMIN,130
CA006119500,2005-01-27,TMAX,-125
CA006116132,2005-12-09,TMAX,0
CA006111467,2013-05-11,TMAX,120
CA006147229,2006-11-17,TMAX,20
CA006147229,2006-11-17,TMIN,-5
CA006119500,2008-04-12,TMAX,53
CA006116679,2011-07-27,TMAX,245
CA006119500,2008-04-12,TMIN,12
CA006119500,2009-11-28,TMIN,-7
CA006119500,2011-07-30,TMAX,261
CA006119500,2009-11-28,TMAX,49
CA006119500,2011-07-30,TMIN,147
CA006119500,2011-04-23,TMAX,117
CA006119274,2006-05-18,TMIN,85
CA006114979,2015-03-17,TMIN,-35
CA006114979,2015-03-17,TMAX,-5
CA006127890,2005-01-24,TMAX,-15
CA006127890,2005-01-24,TMIN,-150
CA006116679,2006-03-15,TMIN,-55
CA006119500,2011-04-23,TMIN,25
CA006128206,2006-12-10,TMIN,-5
CA006111467,2005-01-18,TMIN,-260
CA006128206,2006-12-10,TMAX,50
CA006114979,2015-05-20,TMIN,5
CA006119500,2011-04-04,TMAX,129
CA006111467,2012-04-07,TMAX,145
CA006111467,2005-09-21,TMIN,105
CA006119500,2014-10-20,TMIN,53
CA006119500,2012-09-26,TMIN,41
CA006119500,2012-04-28,TMIN,-31
CA006147229,2005-11-01,TMAX,100
CA006114979,2005-12-29,TMIN,-30
CA006119500,2012-04-28,TMAX,66
CA006114979,2005-12-29,TMAX,-5
CA006147229,2006-10-31,TMAX,150
CA006147229,2006-10-31,TMIN,65
CA006116132,2005-12-09,TMIN,-75
CA006119500,2011-04-04,TMIN,15
CA006147229,2005-11-01,TMIN,65
CA006116679,2006-06-20,TMIN,115
CA006119500,2010-05-31,TMIN,152
CA006119500,2010-05-31,TMAX,281
CA006111467,2012-08-29,TMAX,225
CA006111467,2013-04-18,TMAX,230
CA006116132,2005-11-24,TMIN,-120
CA006119500,2005-01-27,TMIN,-245
CA006127890,2009-01-05,TMIN,-55
CA006119500,2014-06-06,TMAX,206
CA006127890,2009-01-05,TMAX,-15
CA006116679,2011-10-31,TMIN,10
CA006111467,2013-05-11,TMIN,30
CA006111467,2005-09-21,TMAX,270
CA006116679,2011-07-15,TMAX,260
CA006114979,2014-01-24,TMIN,-300
CA006116679,2011-07-15,TMIN,80
CA006119500,2014-06-06,TMIN,64
CA006116679,2011-10-31,TMAX,95
CA006127890,2008-04-02,TMAX,30
CA006116679,2014-01-13,TMAX,45
CA006111467,2012-08-29,TMIN,65
CA006116679,2014-01-13,TMIN,-75
CA006147229,2006-05-03,TMAX,235
CA006127890,2008-09-25,TMAX,235
CA006119274,2005-10-23,TMAX,60
CA006111467,2005-10-08,TMAX,105
CA006119274,2005-10-23,TMIN,25
CA006114979,2011-07-28,TMIN,105
CA006114979,2011-07-28,TMAX,250
CA006111467,2005-10-08,TMIN,50
CA006128206,2006-06-28,TMAX,250
CA006111467,2009-11-03,TMAX,60
CA006114979,2008-01-21,TMIN,-145
CA006111467,2005-01-11,TMIN,-60
CA006111467,2005-01-11,TMAX,-10
CA006119500,2013-01-16,TMAX,9
CA006119500,2013-01-16,TMIN,-56
CA006127890,2009-12-24,TMIN,-65
CA006111467,2012-04-28,TMIN,-60
CA006127890,2009-12-24,TMAX,5
CA006111467,2012-04-28,TMAX,85
CA006111467,2009-11-03,TMIN,-5
CA006111467,2013-06-10,TMIN,140
CA006127890,2005-02-15,TMIN,5
CA006127890,2005-02-15,TMAX,40
CA006119500,2007-03-02,TMAX,25
CA006119500,2007-03-02,TMIN,-22
CA006116132,2006-04-01,TMAX,65
CA006127890,2008-02-04,TMIN,-20
CA006111467,2013-06-10,TMAX,205
CA006127890,2008-02-04,TMAX,40
CA006114979,2015-05-03,TMIN,0
CA006127890,2008-09-25,TMIN,105
CA006111467,2013-10-19,TMIN,45
CA006119500,2014-04-21,TMAX,176
CA006119500,2011-10-05,TMIN,29
CA006119500,2013-11-18,TMAX,82
CA006119500,2010-07-31,TMIN,86
CA006119500,2010-07-31,TMAX,205
CA006114979,2009-03-19,TMIN,-55
CA006114979,2009-03-19,TMAX,-20
CA006116679,2006-10-08,TMAX,200
CA006116679,2005-02-16,TMAX,-35
CA006116679,2005-02-16,TMIN,-80
CA006111467,2008-02-18,TMIN,-30
CA006119500,2010-04-10,TMIN,-14
CA006119500,2010-04-10,TMAX,127
CA006111467,2008-09-07,TMAX,185
CA006116679,2006-07-19,TMIN,140
CA006119500,2007-11-13,TMIN,-13
CA006127890,2006-02-05,TMAX,-30
CA006119500,2007-11-13,TMAX,109
CA006119500,2011-10-31,TMIN,36
CA006111467,2008-02-18,TMAX,0
CA006119500,2011-10-31,TMAX,122
CA006114979,2008-01-21,TMAX,-80
CA006119500,2007-05-30,TMAX,274
CA006116679,2006-07-19,TMAX,265
CA006114979,2015-12-07,TMIN,0
CA006119500,2012-08-22,TMAX,245
CA006119500,2007-05-30,TMIN,157
CA006114979,2015-12-07,TMAX,45
CA006128206,2005-12-03,TMIN,-70
CA006119500,2014-03-31,TMAX,83
CA006128206,2005-12-03,TMAX,-20
CA006119500,2011-10-05,TMAX,159
CA006119500,2012-08-22,TMIN,128
CA006127890,2009-07-14,TMIN,95
CA006127890,2006-02-05,TMIN,-45
CA006114979,2015-06-06,TMIN,70
CA006116132,2005-12-05,TMAX,-40
CA006111467,2009-01-07,TMAX,-25
CA006128206,2006-06-28,TMIN,140
CA006114979,2014-03-18,TMAX,40
CA006114979,2007-01-13,TMAX,-50
CA006114979,2007-01-13,TMIN,-80
CA006127890,2009-07-28,TMIN,175
CA006114979,2008-04-01,TMAX,95
CA006114979,2015-06-06,TMAX,205
CA006114979,2008-04-01,TMIN,-20
CA006114979,2014-03-18,TMIN,-100
CA006116132,2005-05-17,TMIN,40
CA006116679,2012-11-24,TMIN,-60
CA006116679,2012-11-24,TMAX,-20
CA006128206,2006-08-04,TMIN,140
CA006128206,2006-08-04,TMAX,250
CA006116132,2005-12-05,TMIN,-55
CA006116132,2005-05-17,TMAX,130
CA006119500,2013-09-19,TMAX,263
CA006127890,2008-12-25,TMAX,-10
CA006119274,2005-11-22,TMAX,-35
CA006119274,2005-01-07,TMIN,-80
CA006116679,2006-01-28,TMIN,0
CA006119500,2010-07-14,TMAX,280
CA006119274,2005-01-07,TMAX,-25
CA006119500,2012-03-25,TMIN,-8
CA006119500,2013-09-19,TMIN,137
CA006114979,2014-08-04,TMIN,115
CA006119500,2012-03-25,TMAX,108
CA006116132,2006-09-14,TMIN,145
CA006111467,2009-01-07,TMIN,-40
CA006114979,2012-02-05,TMAX,15
CA006114979,2005-12-27,TMIN,-40
CA006116132,2006-10-27,TMAX,70
CA006119500,2008-11-16,TMIN,-15
CA006114979,2015-05-03,TMAX,265
CA006127890,2008-12-25,TMIN,-20
CA006128206,2006-06-09,TMIN,120
CA006119500,2013-04-17,TMAX,78
CA006119500,2013-03-21,TMAX,-18
CA006111467,2005-03-08,TMAX,-105
CA006111467,2005-03-08,TMIN,-150
CA006147229,2005-08-01,TMIN,165
CA006147229,2005-08-01,TMAX,280
CA006116132,2006-04-01,TMIN,55
CA006119500,2013-03-21,TMIN,-48
CA006119500,2013-04-17,TMIN,-13
CA006116132,2006-10-27,TMIN,-10
CA006116132,2006-09-14,TMAX,160
CA006119500,2013-04-16,TMIN,16
CA006119500,2013-04-16,TMAX,101
CA006116679,2006-01-28,TMAX,65
CA006114979,2011-10-25,TMIN,5
CA006128206,2006-06-09,TMAX,160
CA006114979,2011-10-25,TMAX,90
CA006127890,2008-10-25,TMAX,110
CA006116679,2012-09-26,TMAX,170
CA006116679,2012-08-22,TMIN,65
CA006116679,2012-08-22,TMAX,245
CA006116679,2012-09-26,TMIN,105
CA006127890,2008-10-25,TMIN,85
CA006127890,2009-07-28,TMAX,270
CA006114979,2012-02-05,TMIN,-65
CA006119500,2008-11-16,TMAX,18
CA006116132,2007-05-26,TMIN,80
CA006114979,2015-05-20,TMAX,115
CA006114979,2014-02-18,TMAX,-25
CA006114979,2014-01-30,TMIN,-130
CA006114979,2011-02-12,TMIN,-100
CA006116679,2011-02-17,TMIN,-45
CA006116679,2006-04-19,TMIN,50
CA006111467,2011-07-30,TMAX,275
CA006111467,2008-04-12,TMAX,75
CA006111467,2011-07-30,TMIN,125
CA006127890,2008-09-11,TMAX,215
CA006119500,2007-05-11,TMAX,148
CA006127890,2007-09-07,TMAX,300
CA006119500,2011-07-15,TMAX,262
CA006116132,2005-10-20,TMIN,25
CA006111467,2008-04-12,TMIN,40
CA006116132,2005-10-20,TMAX,125
CA006119500,2007-05-11,TMIN,70
CA006114979,2008-12-05,TMAX,-85
CA006119500,2011-07-15,TMIN,99
CA006127890,2007-09-07,TMIN,225
CA006119500,2012-04-30,TMAX,95
CA006114979,2015-06-20,TMAX,245
CA006116679,2011-02-17,TMAX,85
CA006119274,2006-03-30,TMAX,155
CA006111467,2008-06-27,TMAX,265
CA006119500,2009-03-09,TMIN,-48
CA006119500,2009-03-09,TMAX,3
CA006114979,2013-11-01,TMIN,75
CA006147229,2005-07-28,TMAX,235
CA006119500,2012-04-30,TMIN,-16
CA006147229,2005-07-28,TMIN,100
CA006127890,2008-09-11,TMIN,65
CA006119500,2010-04-12,TMIN,-15
CA006119500,2009-04-13,TMIN,-57
CA006119500,2010-04-12,TMAX,105
CA006114979,2008-07-10,TMIN,95
CA006111467,2009-08-21,TMIN,170
CA006114979,2008-07-10,TMAX,240
CA006116679,2012-07-11,TMIN,40
CA006128206,2010-12-08,TMIN,-90
CA006114979,2009-01-08,TMAX,-65
CA006114979,2009-01-08,TMIN,-105
CA006114979,2010-12-06,TMAX,-60
CA006116679,2012-07-11,TMAX,275
CA006111467,2012-02-29,TMIN,-25
CA006147229,2005-12-08,TMAX,-40
CA006111467,2012-12-14,TMAX,40
CA006116679,2013-09-02,TMAX,190
CA006111467,2012-12-14,TMIN,-20
CA006111467,2008-06-27,TMIN,165
CA006119500,2010-11-21,TMAX,100
CA006127890,2005-03-27,TMAX,80
CA006127890,2005-03-27,TMIN,-95
CA006116679,2013-02-16,TMAX,-35
CA006116679,2013-02-16,TMIN,-180
CA006114979,2014-08-07,TMIN,100
CA006114979,2014-08-07,TMAX,220
CA006119500,2010-11-21,TMIN,-24
CA006147229,2005-12-08,TMIN,-105
CA006147229,2006-10-08,TMAX,215
CA006114979,2015-11-27,TMIN,-5
CA006114979,2010-02-18,TMIN,-55
CA006114979,2010-02-18,TMAX,-10
CA006114979,2008-12-05,TMIN,-95
CA006119500,2009-04-13,TMAX,66
CA006114979,2015-11-27,TMAX,95
CA006114979,2010-12-06,TMIN,-80
CA006114979,2011-02-12,TMAX,-25
CA006114979,2010-07-27,TMIN,125
CA006114979,2005-05-19,TMIN,20
CA006116679,2005-07-19,TMAX,245
CA006114979,2005-05-19,TMAX,195
CA006147229,2005-07-18,TMAX,305
CA006116679,2011-02-13,TMAX,30
CA006116679,2011-11-04,TMIN,-70
CA006119500,2006-08-13,TMAX,234
CA006116679,2005-07-19,TMIN,190
CA006116679,2005-11-06,TMAX,150
CA006114979,2007-04-14,TMAX,35
CA006116132,2007-02-27,TMIN,-50
CA006114979,2007-04-14,TMIN,-55
CA006116679,2011-02-13,TMIN,-110
CA006127890,2008-04-24,TMIN,5
CA006119274,2006-05-13,TMAX,185
CA006116132,2007-02-27,TMAX,-10
CA006119500,2006-08-13,TMIN,67
CA006127890,2008-04-24,TMAX,195
CA006116679,2013-02-05,TMAX,-80
CA006116679,2013-02-05,TMIN,-140
CA006119500,2008-12-21,TMIN,-140
CA006119274,2005-08-24,TMIN,90
CA006119500,2008-12-21,TMAX,-44
CA006119274,2005-08-24,TMAX,240
CA006116679,2006-10-27,TMIN,-20
CA006116679,2006-10-27,TMAX,35
CA006114979,2013-04-04,TMAX,85
CA006119500,2009-02-07,TMIN,-42
CA006119274,2006-03-30,TMIN,25
CA006147229,2005-07-18,TMIN,210
CA006116679,2011-11-04,TMAX,50
CA006119274,2006-05-13,TMIN,85
CA006116679,2005-11-06,TMIN,40
CA006147229,2005-07-22,TMAX,270
CA006147229,2005-07-22,TMIN,190
CA006111467,2006-04-14,TMAX,200
CA006114979,2010-07-27,TMAX,280
CA006114979,2014-09-27,TMIN,60
CA006114979,2014-09-27,TMAX,255
CA006111467,2006-04-14,TMIN,50
CA006119500,2006-11-17,TMAX,33
CA006119500,2006-11-17,TMIN,8
CA006127890,2005-09-01,TMAX,250
CA006119500,2009-09-18,TMAX,175
CA006119500,2009-09-18,TMIN,58
CA006111467,2008-10-08,TMAX,150
CA006111467,2008-10-08,TMIN,70
CA006114979,2013-11-01,TMAX,105
CA006128206,2005-06-27,TMIN,150
CA006119500,2014-10-23,TMAX,133
CA006119500,2011-05-16,TMIN,38
CA006114979,2014-01-30,TMAX,-35
CA006119500,2006-01-06,TMIN,-134
CA006147229,2005-09-25,TMAX,230
CA006114979,2005-08-11,TMIN,140
CA006127890,2005-09-01,TMIN,130
CA006114979,2005-08-11,TMAX,245
CA006119500,2006-01-06,TMAX,-73
CA006128206,2005-06-27,TMAX,330
CA006119500,2014-10-23,TMIN,-10
CA006119500,2010-02-06,TMIN,-116
CA006119500,2010-02-06,TMAX,-64
CA006119500,2011-05-16,TMAX,112
CA006114979,2015-06-20,TMIN,75
CA006119274,2006-05-31,TMAX,240
CA006111467,2009-08-21,TMAX,260
CA006128206,2010-12-08,TMAX,-70
CA006116679,2013-04-16,TMIN,30
CA006116679,2013-11-11,TMAX,10
CA006116679,2013-04-16,TMAX,100
CA006111467,2012-09-26,TMIN,100
CA006116679,2005-12-10,TMAX,-50
CA006116679,2013-06-11,TMAX,210
CA006116679,2006-03-19,TMIN,-65
CA006119500,2010-01-05,TMIN,-90
CA006116132,2006-08-12,TMIN,80
CA006114979,2010-06-22,TMIN,155
CA006116132,2007-05-30,TMAX,280
CA006116132,2006-08-12,TMAX,210
CA006119500,2010-01-05,TMAX,-52
CA006127890,2006-12-13,TMIN,30
CA006127890,2006-11-14,TMIN,45
CA006127890,2006-11-14,TMAX,60
CA006119274,2006-02-10,TMIN,-155
CA006114979,2010-06-22,TMAX,205
CA006116132,2007-05-30,TMIN,100
CA006116679,2005-12-10,TMIN,-110
CA006127890,2008-05-10,TMIN,60
CA006127890,2008-05-10,TMAX,145
CA006119500,2005-06-20,TMAX,228
CA006119500,2013-07-06,TMIN,184
CA006127890,2008-01-24,TMAX,-55
CA006127890,2006-06-19,TMIN,165
CA006119500,2009-07-13,TMAX,188
CA006128206,2005-01-23,TMAX,-80
CA006119500,2009-07-13,TMIN,118
CA006116679,2013-11-11,TMIN,-40
CA006111467,2008-06-13,TMIN,170
CA006111467,2011-10-01,TMIN,50
CA006111467,2012-09-26,TMAX,170
CA006116679,2006-03-15,TMAX,-30
CA006114979,2014-02-18,TMIN,-85
CA006116679,2011-07-27,TMIN,70
CA006114979,2005-02-23,TMIN,-205
CA006114979,2014-01-24,TMAX,-95
CA006114979,2014-12-07,TMIN,-100
CA006114979,2014-12-07,TMAX,-5
CA006127890,2009-07-14,TMAX,215
CA006116679,2006-03-19,TMAX,-30
CA006119500,2013-06-10,TMIN,114
CA006116132,2007-05-26,TMAX,150
CA006114979,2005-02-23,TMAX,-55
CA006114979,2005-12-27,TMAX,-5
CA006114979,2015-06-21,TMIN,70
CA006128206,2005-01-23,TMIN,-190
CA006119500,2013-06-10,TMAX,188
CA006111467,2011-10-01,TMAX,90
CA006116679,2013-05-30,TMIN,145
CA006127890,2010-06-23,TMIN,140
CA006127890,2010-06-23,TMAX,280
CA006116679,2006-04-19,TMAX,200
CA006114979,2006-02-26,TMAX,-75
CA006119500,2012-12-14,TMAX,46
CA006119500,2012-12-14,TMIN,-7
CA006116132,2005-06-19,TMIN,105
CA006116132,2005-06-19,TMAX,205
CA006114979,2006-02-26,TMIN,-185
CA006114979,2015-06-21,TMAX,225
CA006127890,2006-12-13,TMAX,85
CA006111467,2008-06-13,TMAX,300
CA006111467,2005-01-18,TMAX,-75
CA006114979,2015-04-29,TMIN,-15
CA006119500,2005-06-20,TMIN,100
CA006116679,2006-11-17,TMAX,10
CA006119500,2005-02-07,TMIN,22
CA006116679,2012-04-28,TMIN,-100
CA006116679,2012-04-28,TMAX,75
CA006114979,2015-04-29,TMAX,170
CA006116679,2013-09-02,TMIN,150
CA006111467,2012-02-29,TMAX,10
CA006127890,2007-10-22,TMAX,230
CA006111467,2007-05-26,TMIN,40
CA006116132,2006-07-28,TMIN,190
CA006119500,2005-02-07,TMAX,60
CA006116679,2013-01-17,TMAX,-110
CA006127890,2007-10-22,TMIN,150
CA006127890,2007-10-02,TMAX,210
CA006116679,2012-03-25,TMIN,30
CA006111467,2007-05-26,TMAX,220
CA006119500,2008-01-02,TMAX,-85
CA006111467,2008-09-03,TMAX,295
CA006127890,2008-08-21,TMIN,100
CA006114979,2008-01-14,TMAX,5
CA006111467,2008-09-03,TMIN,105
CA006114979,2008-01-14,TMIN,-15
CA006119500,2008-01-02,TMIN,-120
CA006147229,2006-07-10,TMAX,230
CA006127890,2007-10-02,TMIN,155
CA006119500,2008-08-24,TMAX,229
CA006116679,2006-10-31,TMAX,135
CA006116679,2006-10-31,TMIN,50
CA006116679,2012-03-25,TMAX,130
CA006127890,2008-08-21,TMAX,275
CA006147229,2006-07-10,TMIN,160
CA006127890,2006-03-28,TMAX,100
CA006111467,2009-10-19,TMAX,160
CA006111467,2009-10-19,TMIN,-30
CA006116679,2006-11-17,TMIN,0
CA006119500,2008-08-24,TMIN,145
CA006114979,2005-01-08,TMAX,-20
CA006119274,2006-01-14,TMIN,-60
CA006119274,2006-01-14,TMAX,-55
CA006111467,2013-01-07,TMAX,-5
CA006111467,2013-03-21,TMAX,-10
CA006111467,2013-01-07,TMIN,-160
CA006127890,2006-06-19,TMAX,270
CA006116132,2006-04-21,TMAX,240
CA006119500,2013-07-06,TMAX,281
CA006119500,2008-03-08,TMAX,-60
CA006127890,2006-03-28,TMIN,-40
CA006147229,2006-01-29,TMAX,50
CA006116679,2012-02-11,TMIN,-170
CA006116132,2006-04-21,TMIN,60
CA006119500,2006-10-27,TMIN,3
CA006127890,2008-01-24,TMIN,-130
CA006119500,2008-03-08,TMIN,-109
CA006119500,2006-10-27,TMAX,65
CA006147229,2006-01-29,TMIN,-5
CA006119500,2007-01-25,TMAX,-121
CA006116679,2013-06-11,TMIN,140
CA006116132,2006-07-28,TMAX,280
CA006116679,2013-05-30,TMAX,280
CA006119500,2007-01-25,TMIN,-166
CA006116679,2013-01-17,TMIN,-140
CA006119500,2007-03-15,TMAX,20
CA006119500,2007-03-15,TMIN,-82
CA006111467,2013-03-21,TMIN,-90
CA006116679,2012-02-11,TMAX,-120
CA006119274,2006-05-31,TMIN,185
CA006114979,2005-04-25,TMIN,-5
CA006114979,2005-04-25,TMAX,25
CA006116679,2005-12-20,TMAX,-45
CA006116679,2012-03-03,TMIN,-50
CA006114979,2011-08-29,TMAX,240
CA006111467,2008-06-23,TMAX,225
CA006119500,2008-03-07,TMIN,-69
CA006114979,2011-08-29,TMIN,75
CA006111467,2008-06-23,TMIN,130
CA006116679,2005-12-20,TMIN,-95
CA006147229,2006-07-02,TMAX,265
CA006119500,2011-01-13,TMAX,-59
CA006119500,2011-01-13,TMIN,-106
CA006111467,2007-07-15,TMIN,125
CA006114979,2007-02-06,TMIN,-165
CA006114979,2007-02-06,TMAX,-115
CA006111467,2007-07-15,TMAX,215
CA006119500,2013-01-07,TMAX,17
